table_name,record_identifier,rejection_reason,rejected_at,raw_payload
customers,CUST_007894,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_007894"", ""name"": ""Donna Martinez"", ""gender"": ""Female"", ""age"": 49.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2023-02-07"", ""is_age_imputed"": false}"
customers,CUST_001058,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_001058"", ""name"": ""Amanda Davis"", ""gender"": ""Female"", ""age"": 56.0, ""city"": ""Philadelphia"", ""state"": ""PA"", ""signup_date"": ""2023-05-03"", ""is_age_imputed"": false}"
customers,CUST_003288,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003288"", ""name"": ""Sophia Moore"", ""gender"": ""Female"", ""age"": 39.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2022-06-06"", ""is_age_imputed"": true}"
customers,CUST_009179,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_009179"", ""name"": ""Walter Bailey"", ""gender"": ""Male"", ""age"": 61.0, ""city"": ""Phoenix"", ""state"": ""AZ"", ""signup_date"": ""2023-01-10"", ""is_age_imputed"": false}"
customers,CUST_001946,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_001946"", ""name"": ""Tyler King"", ""gender"": ""Male"", ""age"": 38.0, ""city"": ""Dallas"", ""state"": ""TX"", ""signup_date"": ""2022-02-20"", ""is_age_imputed"": false}"
customers,CUST_006034,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_006034"", ""name"": ""Stephanie Gutierrez"", ""gender"": ""Female"", ""age"": 38.0, ""city"": ""Chicago"", ""state"": ""IL"", ""signup_date"": ""2023-01-21"", ""is_age_imputed"": false}"
customers,CUST_000981,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000981"", ""name"": ""Jason Miller"", ""gender"": ""Male"", ""age"": 51.0, ""city"": ""Chicago"", ""state"": ""IL"", ""signup_date"": ""2023-11-11"", ""is_age_imputed"": false}"
customers,CUST_001651,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_001651"", ""name"": ""Brenda Gomez"", ""gender"": ""Female"", ""age"": 25.0, ""city"": ""San Jose"", ""state"": ""CA"", ""signup_date"": ""2023-03-08"", ""is_age_imputed"": false}"
customers,CUST_005107,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_005107"", ""name"": ""Helen White"", ""gender"": ""Female"", ""age"": 59.0, ""city"": ""Portland"", ""state"": ""OR"", ""signup_date"": ""2022-04-14"", ""is_age_imputed"": false}"
customers,CUST_006685,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_006685"", ""name"": ""Anna Smith"", ""gender"": ""Female"", ""age"": 32.0, ""city"": ""San Antonio"", ""state"": ""TX"", ""signup_date"": ""2022-02-08"", ""is_age_imputed"": false}"
customers,CUST_004371,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004371"", ""name"": ""Joyce Ramos"", ""gender"": ""Female"", ""age"": 55.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2023-03-30"", ""is_age_imputed"": false}"
customers,CUST_008368,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_008368"", ""name"": ""Samuel Allen"", ""gender"": ""Male"", ""age"": 19.0, ""city"": ""Chicago"", ""state"": ""IL"", ""signup_date"": ""2022-12-10"", ""is_age_imputed"": false}"
customers,CUST_008978,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_008978"", ""name"": ""Carl Carter"", ""gender"": ""Male"", ""age"": 26.0, ""city"": ""Houston"", ""state"": ""TX"", ""signup_date"": ""2022-01-03"", ""is_age_imputed"": false}"
customers,CUST_006963,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_006963"", ""name"": ""Timothy Morales"", ""gender"": ""Male"", ""age"": 40.0, ""city"": ""San Jose"", ""state"": ""CA"", ""signup_date"": ""2022-05-30"", ""is_age_imputed"": false}"
customers,CUST_002792,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002792"", ""name"": ""Betty Gutierrez"", ""gender"": ""Female"", ""age"": 25.0, ""city"": ""Boston"", ""state"": ""MA"", ""signup_date"": ""2022-08-23"", ""is_age_imputed"": false}"
customers,CUST_009823,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_009823"", ""name"": ""William Cruz"", ""gender"": ""Male"", ""age"": 52.0, ""city"": ""Miami"", ""state"": ""FL"", ""signup_date"": ""2023-06-18"", ""is_age_imputed"": false}"
customers,CUST_003814,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003814"", ""name"": ""Victoria Young"", ""gender"": ""Female"", ""age"": 47.0, ""city"": ""San Jose"", ""state"": ""CA"", ""signup_date"": ""2023-09-19"", ""is_age_imputed"": false}"
customers,CUST_001263,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_001263"", ""name"": ""Janet Adams"", ""gender"": ""Unknown"", ""age"": 50.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2024-01-24"", ""is_age_imputed"": false}"
customers,CUST_009869,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_009869"", ""name"": ""Abigail Hernandez"", ""gender"": ""Female"", ""age"": 40.0, ""city"": ""San Antonio"", ""state"": ""TX"", ""signup_date"": ""2022-04-21"", ""is_age_imputed"": false}"
customers,CUST_000043,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000043"", ""name"": ""Jerry Robinson"", ""gender"": ""Male"", ""age"": 60.0, ""city"": ""Portland"", ""state"": ""OR"", ""signup_date"": ""2023-09-26"", ""is_age_imputed"": false}"
customers,CUST_009405,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_009405"", ""name"": ""Alexander Anderson"", ""gender"": ""Male"", ""age"": 30.0, ""city"": ""Charlotte"", ""state"": ""NC"", ""signup_date"": ""2022-07-25"", ""is_age_imputed"": false}"
customers,CUST_000667,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000667"", ""name"": ""George Mitchell"", ""gender"": ""Male"", ""age"": 51.0, ""city"": ""Phoenix"", ""state"": ""AZ"", ""signup_date"": ""2023-01-23"", ""is_age_imputed"": false}"
customers,CUST_009051,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_009051"", ""name"": ""Brenda Richardson"", ""gender"": ""Female"", ""age"": 46.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2022-10-16"", ""is_age_imputed"": false}"
customers,CUST_003635,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003635"", ""name"": ""Walter Green"", ""gender"": ""Male"", ""age"": 47.0, ""city"": ""Seattle"", ""state"": ""WA"", ""signup_date"": ""2023-05-27"", ""is_age_imputed"": false}"
customers,CUST_003825,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003825"", ""name"": ""Joseph Hernandez"", ""gender"": ""Male"", ""age"": 48.0, ""city"": ""Charlotte"", ""state"": ""NC"", ""signup_date"": ""2022-08-06"", ""is_age_imputed"": false}"
customers,CUST_003690,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003690"", ""name"": ""Rebecca Lopez"", ""gender"": ""Female"", ""age"": 26.0, ""city"": ""Seattle"", ""state"": ""WA"", ""signup_date"": ""2022-09-16"", ""is_age_imputed"": false}"
customers,CUST_003544,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003544"", ""name"": ""Dorothy Wilson"", ""gender"": ""Female"", ""age"": 27.0, ""city"": ""Austin"", ""state"": ""TX"", ""signup_date"": ""2024-01-19"", ""is_age_imputed"": false}"
customers,CUST_000396,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000396"", ""name"": ""Emma Evans"", ""gender"": ""Female"", ""age"": 56.0, ""city"": ""Houston"", ""state"": ""TX"", ""signup_date"": ""2022-07-08"", ""is_age_imputed"": false}"
customers,CUST_009090,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_009090"", ""name"": ""Emma Ramos"", ""gender"": ""Female"", ""age"": 46.0, ""city"": ""Seattle"", ""state"": ""WA"", ""signup_date"": ""2024-01-13"", ""is_age_imputed"": false}"
customers,CUST_000805,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000805"", ""name"": ""Janet Scott"", ""gender"": ""Female"", ""age"": 31.0, ""city"": ""Los Angeles"", ""state"": ""CA"", ""signup_date"": ""2022-12-01"", ""is_age_imputed"": false}"
customers,CUST_005749,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_005749"", ""name"": ""Samuel Harris"", ""gender"": ""Male"", ""age"": 39.0, ""city"": ""San Jose"", ""state"": ""CA"", ""signup_date"": ""2022-10-19"", ""is_age_imputed"": false}"
customers,CUST_004617,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004617"", ""name"": ""Kathleen Robinson"", ""gender"": ""Female"", ""age"": 60.0, ""city"": ""San Antonio"", ""state"": ""TX"", ""signup_date"": ""2023-08-28"", ""is_age_imputed"": false}"
customers,CUST_007597,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_007597"", ""name"": ""Elizabeth Ramos"", ""gender"": ""Female"", ""age"": 58.0, ""city"": ""Miami"", ""state"": ""FL"", ""signup_date"": ""2022-03-05"", ""is_age_imputed"": false}"
customers,CUST_006322,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_006322"", ""name"": ""Virginia Martin"", ""gender"": ""Female"", ""age"": 35.0, ""city"": ""Chicago"", ""state"": ""IL"", ""signup_date"": ""2022-09-20"", ""is_age_imputed"": false}"
customers,CUST_001101,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_001101"", ""name"": ""Madison Murphy"", ""gender"": ""Female"", ""age"": 29.0, ""city"": ""Phoenix"", ""state"": ""AZ"", ""signup_date"": ""2022-02-10"", ""is_age_imputed"": false}"
customers,CUST_008989,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_008989"", ""name"": ""Debra Cox"", ""gender"": ""Unknown"", ""age"": 59.0, ""city"": ""Chicago"", ""state"": ""IL"", ""signup_date"": ""2023-07-20"", ""is_age_imputed"": false}"
customers,CUST_008447,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_008447"", ""name"": ""Katherine Moore"", ""gender"": ""Female"", ""age"": 38.0, ""city"": ""Boston"", ""state"": ""MA"", ""signup_date"": ""2022-07-20"", ""is_age_imputed"": false}"
customers,CUST_007174,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_007174"", ""name"": ""Kenneth Martin"", ""gender"": ""Male"", ""age"": 26.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2022-12-07"", ""is_age_imputed"": false}"
customers,CUST_000600,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000600"", ""name"": ""Sean Thompson"", ""gender"": ""Male"", ""age"": 18.0, ""city"": ""Phoenix"", ""state"": ""AZ"", ""signup_date"": ""2023-02-08"", ""is_age_imputed"": false}"
customers,CUST_004182,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004182"", ""name"": ""Ann Rogers"", ""gender"": ""Female"", ""age"": 50.0, ""city"": ""Charlotte"", ""state"": ""NC"", ""signup_date"": ""2023-08-03"", ""is_age_imputed"": false}"
customers,CUST_004218,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004218"", ""name"": ""Victoria Martinez"", ""gender"": ""Female"", ""age"": 44.0, ""city"": ""Chicago"", ""state"": ""IL"", ""signup_date"": ""2022-11-11"", ""is_age_imputed"": false}"
customers,CUST_002048,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002048"", ""name"": ""Jacob Rogers"", ""gender"": ""Male"", ""age"": 41.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2022-06-27"", ""is_age_imputed"": false}"
customers,CUST_002222,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002222"", ""name"": ""Debra Robinson"", ""gender"": ""Female"", ""age"": 32.0, ""city"": ""Austin"", ""state"": ""TX"", ""signup_date"": ""2022-09-08"", ""is_age_imputed"": false}"
customers,CUST_002333,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002333"", ""name"": ""Henry Young"", ""gender"": ""Male"", ""age"": 19.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-10-11"", ""is_age_imputed"": false}"
customers,CUST_005685,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_005685"", ""name"": ""Lisa Martin"", ""gender"": ""Female"", ""age"": 37.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-06-26"", ""is_age_imputed"": false}"
customers,CUST_006208,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_006208"", ""name"": ""Sharon King"", ""gender"": ""Female"", ""age"": 50.0, ""city"": ""Los Angeles"", ""state"": ""CA"", ""signup_date"": ""2022-11-10"", ""is_age_imputed"": false}"
customers,CUST_004408,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004408"", ""name"": ""Olivia Reed"", ""gender"": ""Female"", ""age"": 18.0, ""city"": ""Los Angeles"", ""state"": ""CA"", ""signup_date"": ""2022-01-07"", ""is_age_imputed"": false}"
customers,CUST_006096,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_006096"", ""name"": ""Rebecca Phillips"", ""gender"": ""Female"", ""age"": 45.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2023-08-27"", ""is_age_imputed"": false}"
customers,CUST_000573,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000573"", ""name"": ""Brenda Diaz"", ""gender"": ""Female"", ""age"": 48.0, ""city"": ""San Jose"", ""state"": ""CA"", ""signup_date"": ""2023-06-30"", ""is_age_imputed"": false}"
customers,CUST_003840,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003840"", ""name"": ""Debra Lopez"", ""gender"": ""Female"", ""age"": 39.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-12-31"", ""is_age_imputed"": false}"
customers,CUST_008427,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_008427"", ""name"": ""Lawrence Morales"", ""gender"": ""Male"", ""age"": 20.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-03-16"", ""is_age_imputed"": false}"
customers,CUST_005695,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_005695"", ""name"": ""Terry Stewart"", ""gender"": ""Male"", ""age"": 18.0, ""city"": ""Denver"", ""state"": ""CO"", ""signup_date"": ""2022-09-24"", ""is_age_imputed"": false}"
customers,CUST_000049,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000049"", ""name"": ""Dylan James"", ""gender"": ""Male"", ""age"": 39.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-12-08"", ""is_age_imputed"": false}"
customers,CUST_004956,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004956"", ""name"": ""Amy Miller"", ""gender"": ""Female"", ""age"": 36.0, ""city"": ""Seattle"", ""state"": ""WA"", ""signup_date"": ""2024-01-09"", ""is_age_imputed"": false}"
customers,CUST_002853,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002853"", ""name"": ""Daniel Mendoza"", ""gender"": ""Male"", ""age"": 50.0, ""city"": ""Los Angeles"", ""state"": ""CA"", ""signup_date"": ""2023-04-24"", ""is_age_imputed"": false}"
customers,CUST_003516,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_003516"", ""name"": ""Gerald Lopez"", ""gender"": ""Male"", ""age"": 33.0, ""city"": ""Phoenix"", ""state"": ""AZ"", ""signup_date"": ""2023-03-23"", ""is_age_imputed"": false}"
customers,CUST_005115,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_005115"", ""name"": ""Jennifer Campbell"", ""gender"": ""Female"", ""age"": 33.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-11-17"", ""is_age_imputed"": false}"
customers,CUST_002793,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002793"", ""name"": ""Brandon Taylor"", ""gender"": ""Male"", ""age"": 37.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-02-18"", ""is_age_imputed"": false}"
customers,CUST_004096,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004096"", ""name"": ""Angela Diaz"", ""gender"": ""Female"", ""age"": 50.0, ""city"": ""Phoenix"", ""state"": ""AZ"", ""signup_date"": ""2024-03-29"", ""is_age_imputed"": false}"
customers,CUST_001663,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_001663"", ""name"": ""Timothy Jones"", ""gender"": ""Male"", ""age"": 37.0, ""city"": ""New York"", ""state"": ""NY"", ""signup_date"": ""2023-09-09"", ""is_age_imputed"": false}"
customers,CUST_004489,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_004489"", ""name"": ""Rebecca Kelly"", ""gender"": ""Female"", ""age"": 32.0, ""city"": ""Los Angeles"", ""state"": ""CA"", ""signup_date"": ""2023-08-30"", ""is_age_imputed"": false}"
customers,CUST_002654,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002654"", ""name"": ""Adam Young"", ""gender"": ""Male"", ""age"": 33.0, ""city"": ""Minneapolis"", ""state"": ""MN"", ""signup_date"": ""2023-03-09"", ""is_age_imputed"": false}"
customers,CUST_007221,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_007221"", ""name"": ""Cheryl Gutierrez"", ""gender"": ""Female"", ""age"": 31.0, ""city"": ""Boston"", ""state"": ""MA"", ""signup_date"": ""2022-07-19"", ""is_age_imputed"": false}"
customers,CUST_007232,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_007232"", ""name"": ""Kathryn Walker"", ""gender"": ""Female"", ""age"": 58.0, ""city"": ""Charlotte"", ""state"": ""NC"", ""signup_date"": ""2023-02-12"", ""is_age_imputed"": false}"
customers,CUST_000766,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_000766"", ""name"": ""Stephanie Hernandez"", ""gender"": ""Female"", ""age"": 35.0, ""city"": ""San Diego"", ""state"": ""CA"", ""signup_date"": ""2023-10-23"", ""is_age_imputed"": false}"
customers,CUST_007105,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_007105"", ""name"": ""Susan James"", ""gender"": ""Female"", ""age"": 39.0, ""city"": ""Dallas"", ""state"": ""TX"", ""signup_date"": ""2023-09-14"", ""is_age_imputed"": true}"
customers,CUST_008639,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_008639"", ""name"": ""Raymond Jones"", ""gender"": ""Male"", ""age"": 35.0, ""city"": ""Portland"", ""state"": ""OR"", ""signup_date"": ""2024-03-10"", ""is_age_imputed"": false}"
customers,CUST_002125,DUPLICATE_CUSTOMER_ID,2026-09-08T16:00:15.279862+00:00,"{""customer_id"": ""CUST_002125"", ""name"": ""Denise Flores"", ""gender"": ""Female"", ""age"": 31.0, ""city"": ""Chicago"", ""state"": ""IL"", ""signup_date"": ""2022-02-22"", ""is_age_imputed"": false}"
products,PROD_0009,MISSING_PRODUCT_CATEGORY,2026-09-08T16:00:15.292534+00:00,"{""product_id"": ""PROD_0009"", ""product_name"": ""Active Fitness Smartwatch"", ""category"": NaN, ""price"": 1034.99, ""cost"": 826.43, ""gross_margin_pct"": 20.15}"
products,PROD_0031,MISSING_PRODUCT_CATEGORY,2026-09-08T16:00:15.292534+00:00,"{""product_id"": ""PROD_0031"", ""product_name"": ""Hydrating Hyaluronic Acid Serum - Edition 3"", ""category"": NaN, ""price"": 53.99, ""cost"": 14.62, ""gross_margin_pct"": 72.92}"
products,PROD_0101,MISSING_PRODUCT_CATEGORY,2026-09-08T16:00:15.292534+00:00,"{""product_id"": ""PROD_0101"", ""product_name"": ""Adjustable Neoprene Dumbbell Set"", ""category"": NaN, ""price"": 127.99, ""cost"": 73.15, ""gross_margin_pct"": 42.85}"
products,PROD_0155,MISSING_PRODUCT_CATEGORY,2026-09-08T16:00:15.292534+00:00,"{""product_id"": ""PROD_0155"", ""product_name"": ""1080p Streaming Webcam with Ring Light - Edition 5"", ""category"": NaN, ""price"": 480.99, ""cost"": 385.58, ""gross_margin_pct"": 19.84}"
products,PROD_0319,MISSING_PRODUCT_CATEGORY,2026-09-08T16:00:15.292534+00:00,"{""product_id"": ""PROD_0319"", ""product_name"": ""Tailored Wool Blend Overcoat - Edition 8"", ""category"": NaN, ""price"": 81.5, ""cost"": 36.41, ""gross_margin_pct"": 55.33}"
